@relation tanks_data

@attribute Name STRING
@attribute Tier {'X', 'IX', 'VIII', 'VII', 'VI', 'V', 'IV', 'III', 'II', 'I'}
@attribute Premium {True, False}
@attribute Reward {True, False}
@attribute Event {True, False}
@attribute Nationality {'American', 'British', 'Soviet', 'Chinese', 'French', 'Czech', 'German', 'Italian', 'Japanese', 'Polish', 'Swedish'}
@attribute Type {'Heavy Tank', 'Medium Tank', 'Light Tank', 'Tank Destroyer', 'Artillery'}
@attribute DPM NUMERIC
@attribute Damage NUMERIC
@attribute Penetration (mm) NUMERIC
@attribute DPM at 500m (mm) NUMERIC
@attribute Reload time (sec) NUMERIC
@attribute Rate of fire (rnds/min) NUMERIC
@attribute Aim time (sec) NUMERIC
@attribute Dispersion NUMERIC
@attribute Dispersion damaged NUMERIC
@attribute Dispersion factors moving (+) NUMERIC
@attribute Dispersion factors tank traverse (+) NUMERIC
@attribute Dispersion factors turret traverse (+) NUMERIC
@attribute Dispersion factors after firing (+) NUMERIC
@attribute Dispersion factors damaged (×) NUMERIC
@attribute Damage vs. modules NUMERIC
@attribute Caliber (mm) NUMERIC
@attribute Shell velocity (m/s) NUMERIC
@attribute Max range (m) NUMERIC
@attribute Ammo capacity NUMERIC
@attribute Potential damage NUMERIC
@attribute Shell cost NUMERIC
@attribute Top speed (km/h) NUMERIC
@attribute Reverse speed (km/h) NUMERIC
@attribute Power (hp) NUMERIC
@attribute Power/weight (hp/t) NUMERIC
@attribute Tank traverse (°/sec) NUMERIC
@attribute Effective top speed hard (km/h) NUMERIC
@attribute Effective top speed medium (km/h) NUMERIC
@attribute Effective top speed soft (km/h) NUMERIC
@attribute Effective traverse hard (°/sec) NUMERIC
@attribute Effective traverse medium (°/sec) NUMERIC
@attribute Effective traverse soft (°/sec) NUMERIC
@attribute Terrain resistance hard NUMERIC
@attribute Terrain resistance medium NUMERIC
@attribute Terrain resistance soft NUMERIC
@attribute Gun elevation (°) NUMERIC
@attribute Gun depression (°) NUMERIC
@attribute Gun traverse (°/sec) NUMERIC
@attribute Gun traverse range (°) part 1 STRING
@attribute Gun traverse range (°) part 2 NUMERIC
@attribute Turret traverse (°/sec) NUMERIC
@attribute Hull armor (mm) part 1 NUMERIC
@attribute Hull armor (mm) part 2 NUMERIC
@attribute Hull armor (mm) part 3 NUMERIC
@attribute Turret armor (mm) part 1 NUMERIC
@attribute Turret armor (mm) part 2 NUMERIC
@attribute Turret armor (mm) part 3 NUMERIC
@attribute Track armor (mm) NUMERIC
@attribute Health NUMERIC
@attribute Engine health NUMERIC
@attribute Track health NUMERIC
@attribute Health repair time (sec) NUMERIC
@attribute Ammo rack health NUMERIC
@attribute Fuel tank health NUMERIC
@attribute Max load (kg) NUMERIC
@attribute Total weight (kg) NUMERIC
@attribute Stationary camo (%) part 1 NUMERIC
@attribute Stationary camo (%) part 2 NUMERIC
@attribute Moving camo (%) part 1 NUMERIC
@attribute Moving camo (%) part 2 NUMERIC
@attribute View range (m) NUMERIC
@attribute Radio range (m) NUMERIC
@attribute Fire chance (%) NUMERIC
@attribute Tank cost (silver) NUMERIC
@attribute Tank cost (gold) NUMERIC
@attribute Clip size NUMERIC
@attribute Clip damage part 1 NUMERIC
@attribute Clip damage part 2 NUMERIC
@attribute Intra-clip reload NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 1 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 2 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 3 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 4 NUMERIC
@attribute Max wheel angle (°) NUMERIC
@attribute Axle count NUMERIC
@attribute Siege enabled (km/h) NUMERIC
@attribute Siege disabled (km/h) NUMERIC
@attribute Rocket boosters uses NUMERIC
@attribute Rocket boosters duration (sec) NUMERIC
@attribute Rocket boosters cooldown (sec) NUMERIC
@attribute Rocket boosters initial cooldown (s) NUMERIC
@attribute Track health part 1 NUMERIC
@attribute Track health part 2 NUMERIC
@attribute Health repair time (sec) part 1 NUMERIC
@attribute Health repair time (sec) part 2 NUMERIC
@attribute Reload time (sec) part 1 NUMERIC
@attribute Reload time (sec) part 2 NUMERIC
@attribute DPM alt. gun (sec) NUMERIC
@attribute DPM charge/lock (sec) part 1 NUMERIC
@attribute DPM charge/lock (sec) part 2 NUMERIC
@attribute Dispersion before cooldown NUMERIC
@attribute Cooldown delay (sec) NUMERIC
@attribute Ricochet angle (°) NUMERIC
@attribute DPM at 50m NUMERIC
@attribute DPM at 50m at 500m NUMERIC
@attribute Damage at 50m NUMERIC
@attribute DPM at 50m at 500m (mm) NUMERIC
@attribute Dispersion factors at 500m NUMERIC
@attribute Explosion radius (m) NUMERIC
@attribute Stun duration (s) STRING
@attribute Shell gravity (m/s²) NUMERIC
@attribute Ballistic range (m) NUMERIC
@attribute DPM burst size NUMERIC
@attribute DPM burst damage part 1 NUMERIC
@attribute DPM burst damage part 2 STRING
@attribute Normalization (°) NUMERIC
@attribute Tank cost in NA NUMERIC
@attribute View range (m) in EU NUMERIC
@attribute View range (m) in Asia NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 5 NUMERIC
@attribute DPM at 400m (mm) NUMERIC

@data
'A25 Harry Hopkins I','IV',True,False,False,'British','Light Tank',1355.08,55,121,102,2.44,24.64,1.92,0.38,0.77,0.30,0.30,0.16,4,2,54,40,1341,720,140,7700,40,50,18,200,23.09,39.63,50,50,48.83,39.63,33.03,22.02,0.96,1.15,1.73,20,10,43.75,'-180',180,39.63,38,17,10,38,17,17,20,520,104,80,8.02,110,150,9500,8660,17.73,5.05,13.28,3.79,320,570,20,?,1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX 40','IV',False,False,False,'French','Light Tank',1110.29,110,74,64,5.94,10.09,2.40,0.44,0.88,0.30,0.30,0.20,4,2,100,75,600,720,105,11550,46,50,20,200.88,9.19,31.29,24.98,23.32,13.99,36.59,34.15,20.49,1.34,1.44,2.40,17,7,35,'-180',180,27.12,70,65,40,80,60,60,10,400,50,80,12.03,125,125,25230,21860,13.19,3.43,9.89,2.57,340,360,20,147500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'BT-7','IV',False,False,False,'Soviet','Light Tank',1390.67,40,58,41,1.73,34.77,1.63,0.35,0.71,0.16,0.16,0.08,3,2,50,37,915,720,200,8000,35,65.40,20,507.49,35.46,54.24,65.40,65.40,58.68,57.04,45.63,19.84,0.77,0.96,2.21,25,8,43.75,'-180',180,41.72,20,19,13,20,15,15,10,540,105,80,8.02,110,100,15500,14310,16.53,4.96,16.53,4.96,350,615,15,137000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Cruiser Mk. IV','IV',False,False,False,'British','Light Tank',1753.66,60,86,?,6.71,29.23,1.82,0.41,0.82,0.24,0.24,0.12,2.40,2,54,40,829,400,240,14400,30,48,20,417.63,27.67,39.63,48,48,48,45.01,37.51,25,0.96,1.15,1.73,20,15,43.75,'-180',180,43.81,30,14,14,30,12,14,10,520,104,80,8.02,110,100,17100,15093,15.39,3.46,11.57,2.60,340,450,20,141000,?,4,240,1.5,0.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,120,'0.5s',?,?,?,?,?,66.56
'Light Tank','IV',False,False,False,'Soviet','Light Tank',2168.67,40,70,50,4.20,54.22,2.21,0.43,0.86,0.24,0.24,0.08,2,2,50,37,900,600,210,8400,35,45,18,222.03,18.96,54.24,45,45,34.36,54.24,49.72,28.41,1.05,1.15,2.01,60,8,43.75,'-180',180,46.93,35,25,25,35,35,35,10,50,100,80,8.02,110,125,14000,11711,18.30,4.12,18.30,4.12,380,300,15,140000,?,5,200,1.33,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,120,'0.67s',?,?,?,?,?,?
'M5 Stuart','IV',False,False,False,'American','Light Tank',1347.84,40,65,47,6.90,33.70,1.63,0.36,0.73,0.16,0.16,0.10,1.50,2,50,37,884,720,220,8800,18,64.40,20,370.05,24.27,43.81,64.40,64.40,48.62,47.19,42.47,22.35,0.86,0.96,1.82,20,10,43.75,'-180',180,45.89,28.6,28.6,25.4,44.5,31.8,31.8,15,520,104,80,8.02,140,125,16200,15246,16.19,3.88,16.19,3.88,360,641.44,20,143000,?,5,200,2,0.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'M5A1 Stuart','IV',False,False,False,'Chinese','Light Tank',1752.24,70,81,69,2.40,25.03,2.21,0.40,0.81,0.18,0.18,0.12,3.50,2,64,47,810,720,130,9100,36,64.40,20,422.91,26.33,39.63,64.40,64.40,55.68,51.90,46.13,23.06,0.77,0.86,1.73,20,10,43.75,'-180',180,50.06,28.6,28.6,25.4,44.5,31.8,31.8,15,520,104,80,8.02,140,125,18000,16059,16.30,4.50,16.30,4.50,350,641.44,20,143000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. 38 (t) n.A.','IV',False,False,False,'German','Light Tank',1752.24,70,67,57,2.40,25.03,2.30,0.40,0.80,0.18,0.18,0.12,4,2,68,50,835,720,90,6300,30,64,20,289.69,23.23,36.50,64,64,42.10,43.55,39.60,20.74,0.96,1.05,2.01,25,10,39.38,'-180',180,44,30,25,20,30,20,20,10,520,100,80,12.03,125,125,14960,12470,17.58,4.59,17.58,4.59,370,573.65,20,145000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. II Luchs','IV',False,False,False,'German','Light Tank',959.60,30,95,?,17.26,31.99,2.20,0.50,1,0.22,0.22,0.18,3,2,40,30,940,400,420,12600,32,60,22,380.62,29.46,34.42,60,60,48.74,76.14,69.79,36.41,1.05,1.15,2.21,20,10,43.75,'-180',180,38,30,20,20,50,30,30,17,520,80,80,10.03,125,125,15500,12921,17.07,3.58,17.07,3.58,360,474.56,20,155000,?,10,300,1.5,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,60,'0.17s',?,?,?,?,?,79.44
'T-80','IV',False,False,False,'Soviet','Light Tank',2168.67,40,46,?,4.20,54.22,2.21,0.43,0.86,0.24,0.24,0.08,2,2,50,37,900,400,210,8400,35,45,18,222.03,18.96,54.24,45,45,34.36,64.65,59.26,33.86,1.05,1.15,2.01,60,8,43.75,'-180',180,46.93,35,25,25,35,35,35,10,540,100,80,8.02,110,125,14000,11711,18.30,4.12,18.30,4.12,330,525,15,140000,?,5,200,1.33,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,120,'0.67s',?,?,?,?,?,32
'Type 5 Ke-Ho','IV',False,False,False,'Japanese','Light Tank',1875,75,87,75,2.40,25,2.21,0.40,0.81,0.18,0.18,0.16,4,2,76,57,810,720,90,6750,40,50,22,158.59,15.48,62.58,50,50,42.09,57.81,41.30,20.65,0.48,0.67,1.34,20,10,43.75,'-180',180,37.55,20,16,12,30,20,16,15,520,66,80,10.03,130,125,12500,10242,19.21,5.11,19.21,5.11,340,573.65,15,140000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Valentine II','IV',True,False,False,'Soviet','Light Tank',1286.80,47,51,38,2.19,27.38,1.71,0.41,0.82,0.18,0.18,0.08,3,2,61,45,757,720,120,5640,14,32,12,148.02,9.42,52.15,32,32,18.48,52.15,46.07,24.46,0.87,0.99,1.86,25,6,43.75,'-180',180,48.13,60,60,60,65,65,65,10,580,100,100,10.03,140,150,16850,15710,17.95,5.21,17.95,5.21,350,594.51,15,?,1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX 105 AM mle. 47','IV',False,False,False,'French','Artillery',1740.51,445,30,?,15.34,3.91,5.27,0.71,1.42,0.40,0.40,0.46,6,2,150,105,435,?,60,26700,190,60,14,264.32,17.01,27.12,53.95,46.24,28.15,32,27.42,16.69,1.15,1.34,2.21,45,0,30.63,'-30',30,10.43,30,20,15,0,0,0,10,260,80,70,13.4,70,100,18600,15540,19.27,4.03,9.63,2.01,260,750,20,124000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,?,147,1287.24,?,?,?,?,?,?,?,?,?
'Birch Gun','IV',False,False,False,'British','Artillery',1825.25,280,22,?,9.20,6.52,4.79,0.69,1.38,0.40,0.40,0.40,6,2,115,87.60,410,?,265,74200,83,45,10,116.30,9.57,18.77,30.35,26.02,15.84,21.70,18.60,11.32,1.15,1.34,2.21,70,5,30.63,'-180',180,16.69,6,6,6,0,0,0,10,290,32,70,13.4,80,100,14200,12153,14.76,3.69,7.35,1.84,265,550,20,152000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.39,?,160,1050.63,?,?,?,?,?,?,?,?,?
'M37','IV',False,False,False,'American','Artillery',1710.52,410,27,?,14.38,4.17,4.79,0.77,1.53,0.40,0.40,0.44,6,2,150,105,410,?,190,77900,166,56.30,14,312.96,14.94,29.20,51.70,43.74,27.08,30.81,26.07,16.14,1.05,1.25,2.01,42.8,10.5,30.63,'-25.4',26.3,16.69,12.7,12.7,12.7,0,0,0,20,275,123,70,13.4,80,100,23000,20945,14.36,3.16,7.18,1.58,260,782.25,20,130000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,?,170,985.91,?,?,?,?,?,?,?,?,?
'Pz.Sfl. IVb','IV',False,False,False,'German','Artillery',1655.34,410,26,?,14.86,4.04,5.27,0.69,1.38,0.38,0.38,0.46,6,2,150,105,410,?,105,43050,128,35,10,190.31,10.57,22.95,33.53,28.74,17.50,27.72,23.76,14.46,1.15,1.34,2.21,40,10,30.63,'-35',35,10.43,20,14.5,14.5,20,14.5,14.5,10,305,80,80,12.96,70,100,20000,18000,16.76,3.50,8.38,1.75,255,700,20,150000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,?,170,973.80,?,?,?,?,?,?,?,?,?
'SPG','IV',False,False,False,'Soviet','Artillery',1251.60,200,35,?,9.59,6.26,2.88,0.84,1.69,0.24,0.24,0.46,6,2,102,152,285,?,18,3600,290,30,8,137.45,13.28,27.12,30,30,21.98,25.76,22.08,13.44,1.15,1.34,2.21,72,0,22.75,'-6',6,16.69,15,15,15,0,0,0,10,50,50,70,12.28,60,100,12500,10346,14.99,2.25,7.47,1.12,380,300,20,147000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.50,?,135,601.67,?,?,?,?,?,?,?,?,?
'Sturmpanzer II','IV',False,False,False,'German','Artillery',1258.79,350,35,?,16.68,3.60,6.23,0.81,1.61,0.40,0.40,0.48,6,2,102,150,275,?,55,19250,280,45,10,190.31,11.86,22.95,34.71,30.09,18.05,25.08,21.73,13.04,1.25,1.44,2.40,75,4,23.68,'-6.5',6.5,16.69,30,14.5,14.5,0,0,0,10,290,65,70,13.4,70,100,18100,16050,17.33,2.60,8.66,1.30,255,700,20,156000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.20,'3.96 – 6.6',125,605,?,?,?,?,?,?,?,?,?
'SU-5','IV',False,False,False,'Soviet','Artillery',1288.41,350,35,?,16.30,3.68,6.23,0.84,1.69,0.24,0.24,0.46,6,2,102,152,285,?,18,6300,290,30,8,137.45,13.28,27.12,30,30,21.98,37.05,31.75,19.33,1.15,1.34,2.21,72,0,22.75,'-6',6,16.69,15,15,15,0,0,0,10,245,50,70,12.28,60,100,12500,10346,14.99,2.25,7.47,1.12,250,615,20,147000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.20,'3.9 – 6.5',135,601.67,?,?,?,?,?,?,?,?,?
'T82 HMC','IV',False,False,False,'American','Artillery',1973.68,410,27,?,12.46,4.81,4.79,0.75,1.50,0.30,0.30,0.44,6,2,150,105,410,?,85,34850,166,64,12,312.96,21.44,30.25,58.28,50.99,32.63,31.67,27.71,17.73,1.34,1.53,2.40,27,7,30.63,'-17',22,45.89,28.6,28.6,25.4,0,0,0,10,200,123,70,13.4,80,100,18000,14599,18.24,4.01,9.12,2.01,255,750,20,145000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,?,170,799.98,?,?,?,?,?,?,?,?,?
'Convert. Medium Tank T3','III',True,False,False,'American','Medium Tank',1021.28,40,48,36,15,25.53,2.50,0.51,1.02,0.21,0.21,0.14,4,2,50,37,782,720,160,6400,18,48,20,340,30.91,41.72,48,48,48,41.72,33.38,14.51,0.77,0.96,2.21,15,15,43.75,'-180',180,40,12.7,12.7,12.7,15.8,15.8,15.8,15,450,104,70,10.03,130,125,12000,11000,17.33,3.38,13,2.53,300,325,20,?,950,8,320,3.8,0.80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,160,'1.5s',?,?,?,?,?,?
'D2','III',False,False,False,'French','Medium Tank',1269.23,55,66,58,2.60,23.08,2.30,0.39,0.78,0.28,0.28,0.16,4,2,64,47,885,720,210,11550,20,23,12,190.31,9.74,39.63,23,23,16.12,46.68,43.09,24.36,1.15,1.25,2.21,20,10,39.38,'-180',180,28,40,40,40,46,46,46,10,410,50,80,12.03,100,125,20900,19540,12.64,3.67,9.49,2.75,320,375.48,20,42500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Großtraktor - Krupp','III',True,False,False,'German','Medium Tank',1251.60,110,43,39,5.27,11.38,2.11,0.53,1.05,0.23,0.23,0.16,4,2,100,75,385,720,180,19800,30,44,12,264.32,16.12,37.55,44,44,35.87,37.55,33.92,22.62,0.99,1.09,1.64,60,12,41.13,'-180',180,42.76,14,8,8,14,8,8,15,570,82,70,12.03,100,125,18000,16400,14.71,3.82,11.06,2.88,330,359.83,20,?,950,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'M15/42','III',False,False,False,'Italian','Medium Tank',1422.27,50,70,57,2.11,28.45,1.80,0.38,0.76,0.22,0.22,0.10,3.50,2,64,47,830,720,195,9750,20,40,15,250,15.97,43.81,40,40,31.18,56.32,41.72,28.88,0.96,1.29,1.87,20,10,40,'-180',180,34,45,25,25,42,25,25,10,465,104,70,10.03,100,125,17000,15650,15.79,4.58,11.86,3.44,320,432.84,20,45400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'M16/43 Sahariano','III',True,False,False,'Italian','Medium Tank',1111.11,50,70,57,2.70,22.22,1.92,0.34,0.67,0.25,0.25,0.14,3.50,2,64,47,830,720,195,9750,20,50,15,230,14.26,43.81,50,40.21,27.84,43.81,32.45,22.46,0.96,1.29,1.87,20,10,40,'-180',180,35.46,30,25,20,30,30,30,10,450,104,70,10.03,100,125,17000,16125,18.75,5.44,14.08,4.08,320,432.84,20,?,950,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'M2 Medium Tank','III',False,False,False,'American','Medium Tank',2380.76,175,38,?,4.41,13.60,2.21,0.53,1.05,0.23,0.23,0.16,4,2,100,75,620,720,80,14000,56,43,18,422.91,20.17,41.72,43,43,36.56,47.92,39.93,22.82,0.96,1.15,2.01,40,20,40.25,'-180',180,40.68,32,18,13,38,25,25,10,375,156,70,12.03,110,150,23500,20963,12.22,3.18,9.15,2.38,370,641.44,20,31000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.06,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. IV Ausf. A','III',False,False,False,'German','Medium Tank',1720.95,110,43,39,3.84,15.64,1.82,0.48,0.96,0.29,0.29,0.16,4,2,100,75,385,720,215,23650,30,42,18,370.05,20.29,41.72,42,42,33.57,44.83,37.93,21.44,1.05,1.25,2.21,20,10,41.13,'-180',180,45.89,14.5,14.5,14.5,30,14.5,14.5,15,480,84,70,10.03,100,125,22000,18240,14.53,3.78,10.89,2.83,330,432.84,20,41000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. S35 739 (f)','III',True,False,False,'German','Medium Tank',1436.84,52,55,49,2.17,27.63,1.14,0.39,0.78,0.23,0.23,0.06,2.50,2,64,47,660,720,195,10140,14,37,12,232.60,12.08,41.72,37,37,26.89,41.72,37.69,25.13,0.99,1.09,1.64,20,10,39.38,'-180',180,41,36,35,25,56,46,46,10,465,80,70,12.03,100,125,21300,19250,14.25,4.13,10.72,3.11,330,547.57,20,?,1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Somua S35','III',False,False,False,'French','Medium Tank',1186.86,55,66,58,2.78,21.58,1.70,0.38,0.76,0.23,0.23,0.10,4,2,64,47,885,720,120,6600,20,45,12,243.17,11.98,39.63,38.01,32.58,19.01,46.71,40.04,23.36,1.15,1.34,2.30,25,11,39.38,'-180',180,42,47,40,35,40,40,60,15,445,160,80,10.03,100,125,23500,20290,14.90,4.32,11.20,3.25,330,740.53,20,42000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-29','III',True,False,False,'Soviet','Medium Tank',1470.90,110,66,61,4.49,13.37,2.21,0.53,1.05,0.20,0.20,0.16,4,2,105,76,558,720,115,12650,30,44.60,20,450,15.79,47.98,44.60,44.60,31.63,47.98,38.38,20.20,0.77,0.96,1.82,25,5,39.38,'-180',180,35.46,30,20,20,20,20,20,20,445,90,70,10.03,90,150,30000,28500,12.03,3.13,9.01,2.34,300,312.90,20,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Vickers Medium Mk. III','III',False,False,False,'British','Medium Tank',1460.20,70,57,45,2.88,20.86,1.63,0.42,0.84,0.19,0.19,0.10,4,2,76,57,538,720,160,11200,35,48,16,232.60,12.59,33.38,47.90,47.90,25.21,38.63,38.63,20.33,0.96,0.96,1.82,16,8,43.75,'-180',180,41.72,14,9,9,14,14,14,15,500,65,70,12.03,110,125,19500,18480,11.86,3.32,8.89,2.49,330,391.13,20,40000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'FCM 2C','III',True,False,False,'French','Heavy Tank',1092.67,110,62,53,6.04,9.93,2.21,0.40,0.81,0.30,0.30,0.12,4,2,100,75,550,720,124,13640,46,15,15,500,7.14,20.86,15,15,14.31,20.86,18.96,10.98,0.96,1.05,1.82,20,20,35,'-160',160,25.03,45,22,22,35,35,35,20,600,50,70,10.03,100,125,75000,70000,1.60,0.41,0.80,0.21,320,312.90,20,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Type 91 Heavy','III',False,False,False,'Japanese','Heavy Tank',2000,70,81,69,2.10,28.57,2.01,0.38,0.77,0.20,0.20,0.12,4,2,64,47,810,720,265,18550,20,25,13,264.32,13.15,33.38,25,25,25,37.07,33.70,19.51,0.96,1.05,1.82,20,12,43.75,'-180',180,31.29,20,15,15,20,20,20,10,445,80,70,10.03,100,125,23000,20096,6.33,1.83,3.13,0.91,330,443.27,20,46500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'FCM 36 Pak 40','III',True,False,False,'French','Tank Destroyer',1825.94,110,98,91,3.61,16.60,1.44,0.35,0.71,0.25,0.25,0.10,3,2,100,75,790,720,70,7700,70,24,10,96.21,6.93,38.59,20.92,17.69,7.69,36.66,31,13.47,1.21,1.43,3.29,17,8,35,'-7',7,45.89,40,20,20,0,0,0,10,320,44,70,10.03,100,125,14600,13890,18.30,6.42,10.94,3.84,400,310,15,?,850,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Ikv 72','III',False,False,False,'Swedish','Tank Destroyer',1434.13,110,97,83,4.60,13.04,2.01,0.37,0.75,0.26,0.26,0.16,4,2,100,75,655,720,75,8250,66,57,20,130,16.10,41.72,44.56,40.85,23.34,45.94,42.11,24.06,1.32,1.44,2.52,20,12,35,'-10',10,37.55,18.5,7,12,0,0,0,5,265,80,70,10.03,90,150,10000,8075,27.59,7.17,16.53,4.30,300,455,20,40800,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
